1.00E+04	2.42E-02	2.65E-02
7.94E+03	2.34E-02	2.14E-02
6.31E+03	2.26E-02	1.71E-02
5.01E+03	2.20E-02	1.35E-02
3.98E+03	2.16E-02	1.05E-02
3.16E+03	2.15E-02	8.01E-03
2.51E+03	2.15E-02	5.95E-03
2.00E+03	2.15E-02	4.24E-03
1.58E+03	2.17E-02	2.85E-03
1.26E+03	2.20E-02	1.70E-03
1.00E+03	2.23E-02	7.43E-04
7.94E+02	2.27E-02	-3.25E-05
6.31E+02	2.30E-02	-6.76E-04
5.01E+02	2.34E-02	-1.20E-03
3.98E+02	2.38E-02	-1.62E-03
3.16E+02	2.43E-02	-1.95E-03
2.51E+02	2.48E-02	-2.22E-03
2.00E+02	2.53E-02	-2.43E-03
1.58E+02	2.58E-02	-2.58E-03
1.26E+02	2.63E-02	-2.69E-03
1.00E+02	2.68E-02	-2.75E-03
7.94E+01	2.73E-02	-2.77E-03
6.31E+01	2.78E-02	-2.74E-03
5.01E+01	2.83E-02	-2.66E-03
3.98E+01	2.87E-02	-2.55E-03
3.16E+01	2.91E-02	-2.48E-03
2.51E+01	2.95E-02	-2.24E-03
2.00E+01	2.98E-02	-2.06E-03
1.58E+01	3.01E-02	-1.89E-03
1.26E+01	3.04E-02	-1.73E-03
1.00E+01	3.06E-02	-1.61E-03
7.94E+00	3.08E-02	-1.51E-03
6.31E+00	3.09E-02	-1.36E-03
5.01E+00	3.11E-02	-1.27E-03
3.98E+00	3.12E-02	-1.29E-03
3.16E+00	3.13E-02	-1.22E-03
2.51E+00	3.14E-02	-1.17E-03
2.00E+00	3.16E-02	-1.14E-03
1.58E+00	3.19E-02	-1.07E-03
1.26E+00	3.19E-02	-1.10E-03
1.00E+00	3.22E-02	-1.35E-03
7.94E-01	3.24E-02	-1.29E-03
6.31E-01	3.23E-02	-1.44E-03
5.01E-01	3.25E-02	-1.76E-03
3.98E-01	3.28E-02	-2.07E-03
3.16E-01	3.32E-02	-2.27E-03
2.51E-01	3.36E-02	-2.38E-03
2.00E-01	3.40E-02	-2.49E-03
1.58E-01	3.43E-02	-2.63E-03
1.26E-01	3.46E-02	-2.80E-03
1.00E-01	3.49E-02	-3.05E-03
7.94E-02	3.52E-02	-3.37E-03
6.31E-02	3.55E-02	-3.78E-03
5.01E-02	3.59E-02	-4.26E-03
3.98E-02	3.63E-02	-4.85E-03
3.16E-02	3.69E-02	-5.54E-03
2.51E-02	3.76E-02	-6.33E-03
2.00E-02	3.83E-02	-7.22E-03
1.58E-02	3.93E-02	-8.22E-03
1.26E-02	4.05E-02	-9.31E-03
1.00E-02	4.19E-02	-1.04E-02
